,Unnamed: 0,ID,permalink,username,text,date,formatted_date,retweets,favorites,mentions,hashtags,geo,urls,author_id,Anger,Disgust,Fear,Joy,Sadness,Surprise,is_english,polarity_of_tweet,has_yoshua,has_gary
90,90,1210649860304785410,https://twitter.com/dmonett/status/1210649860304785410,,"The tone that the so-called #AIdebate is taking is discouraging, disappointing, disgusting, offensive, unprofessional, appalling, ad hominem. Supposed #AI ""icons"" are falling like the concrete blocks of the Berlin Wall: stone by stone. The #AIwall is falling word by word. https:// twitter.com/khimya/status/ 1210606585590009856 …",2019-12-27 19:53:14,Fri Dec 27 19:53:14 +0000 2019,1,15,,#AIdebate #AI #AIwall,,https://twitter.com/khimya/status/1210606585590009856,146536061,0.010797243565320969,0.00011989827908109874,0.13441485166549683,0.8507423400878906,0.001780783524736762,0.002144868252798915,True,-0.45000000000000007,False,False
91,91,1210623177128198144,https://twitter.com/markyjackson5/status/1210623177128198144,,The deep learning debate taking place is both interesting and unsettling. It is great to hear opposing views be debated but unsettling when it turns into a food fight #AIDebate,2019-12-27 18:07:12,Fri Dec 27 18:07:12 +0000 2019,1,4,,#AIDebate,,,1136993722170773505,0.15054146945476532,0.042112551629543304,0.1462021917104721,0.6555882692337036,0.004843535833060741,0.0007120032096281648,True,0.06000000000000001,False,False
92,92,1210623107205124096,https://twitter.com/ceobillionaire/status/1210623107205124096,,"ORIGINAL LIVE STREAMING of the #AIDebate 30,737 views !! FaceBook Live : https://www. facebook.com/MontrealAI/vid eos/498403850881660/ … #MontrealAI #QuebecAI pic.twitter.com/aoIKbMLymT",2019-12-27 18:06:55,Fri Dec 27 18:06:55 +0000 2019,4,7,,#AIDebate #MontrealAI #QuebecAI,,https://www.facebook.com/MontrealAI/videos/498403850881660/,176540776,0.0045360298827290535,7.525424734922126e-05,0.4382736384868622,0.5411584973335266,0.0009200198110193014,0.015036549419164658,True,0.2159090909090909,False,False
93,93,1210620466530078720,https://twitter.com/raamana_/status/1210620466530078720,,"Yo @jack , twitter needs more #NLP addons. Simple filtering via phrases isn't enough. I want meta filters to mute [pointless] tweets that talk about muting some topics (instead of muting and living their life) You know, #DeepLearning can do this all and more, right? #AIDebate #AI",2019-12-27 17:56:26,Fri Dec 27 17:56:26 +0000 2019,0,1,@jack,#NLP #DeepLearning #AIDebate #AI,,,110940386,0.005476573947817087,0.00013902010687161237,0.06158819794654846,0.9061071872711182,0.019506698474287987,0.00718233548104763,True,0.008928571428571425,False,False
94,94,1210617181932797954,https://twitter.com/Montreal_AI/status/1210617181932797954,,"After AI Debate Reading ""BabyAI: First Steps Towards Grounded Language Learning With a Human In the Loop"" Chevalier-Boisvert @Love2Code et al., 2018 (latest version 19 Dec 2019) : https:// arxiv.org/abs/1810.08272 v4 … #AIDebate pic.twitter.com/Z3orrpIgdh",2019-12-27 17:43:23,Fri Dec 27 17:43:23 +0000 2019,3,4,@Love2Code,#AIDebate,,https://arxiv.org/abs/1810.08272v4,919860212,0.004533822648227215,0.0003979152534157038,0.07507974654436111,0.9043715000152588,0.006099587306380272,0.009517407976090908,True,0.25,False,False
95,95,1210616434226843653,https://twitter.com/raamana_/status/1210616434226843653,,Gary's response to Yoshua's response (this #AIDebate is getting deep already! ): https:// medium.com/@GaryMarcus/a- research-program-is-not-a-set-of-techniques-a-brief-response-to-yoshua-bengios-december-26-fafc0a29ffc9 …,2019-12-27 17:40:24,Fri Dec 27 17:40:24 +0000 2019,5,13,@GaryMarcus,#AIDebate,,https://medium.com/@GaryMarcus/a-research-program-is-not-a-set-of-techniques-a-brief-response-to-yoshua-bengios-december-26-fafc0a29ffc9,110940386,0.007424510084092617,0.04121951758861542,0.1993534117937088,0.10353107750415802,0.055971410125494,0.5925000905990601,True,0.0,True,True
96,96,1210615268331970560,https://twitter.com/raamana_/status/1210615268331970560,,Link to Yoshua Bengio's response: https:// docs.google.com/document/d/1P9 YyZ4xEDO98qPTa1Al4RnTqxj3mMiCvQE4i3hZkthY/edit … Original thread on rebranding: https:// twitter.com/raamana_/statu s/1209266195678973952?s=20 … #AIDebate #DeepLearning,2019-12-27 17:35:46,Fri Dec 27 17:35:46 +0000 2019,0,3,,#AIDebate #DeepLearning,,"https://docs.google.com/document/d/1P9YyZ4xEDO98qPTa1Al4RnTqxj3mMiCvQE4i3hZkthY/edit,https://twitter.com/raamana_/status/1209266195678973952?s=20",110940386,0.06747262179851532,0.0006395180826075375,0.4882499873638153,0.3924478590488434,0.0038882677908986807,0.047301750630140305,True,0.375,True,False
97,97,1210614759067967488,https://twitter.com/raamana_/status/1210614759067967488,,"Yoshua's response on rebranding of #DeepLearning in #AIDebate : From a QUICK glance -it seems too personal (to @GaryMarcus ) -""He's not one of us, so he can't tell us X"" doesn't sound very #inclusive to me! What if I suggest we call DL just #MachineLearning from now on? Fair? #AI pic.twitter.com/MVB6hTxlK8",2019-12-27 17:33:45,Fri Dec 27 17:33:45 +0000 2019,10,28,@GaryMarcus,#DeepLearning #AIDebate #inclusive #MachineLearning #AI,,,110940386,0.036927931010723114,0.006518206093460321,0.541581928730011,0.08165939897298813,0.026485439389944077,0.3068270683288574,True,0.35833333333333334,True,True
98,98,1210613105790717954,https://twitter.com/Montreal_AI/status/1210613105790717954,,webpage for the #AIDebate : https:// montrealartificialintelligence.com/aidebate/,2019-12-27 17:27:11,Fri Dec 27 17:27:11 +0000 2019,3,4,,#AIDebate,,https://montrealartificialintelligence.com/aidebate/,919860212,0.005564409773796797,0.0022111719008535147,0.09035758674144745,0.33177879452705383,0.032609954476356506,0.5374780893325806,True,0.0,False,False
99,99,1210611666897035266,https://twitter.com/GaryMarcus/status/1210611666897035266,,"exactly, no generalization in the narrower sense you intend (but some generalization in a looser sense, as I note). here’s the slide you asked for, full set at the link @montreal_ai page for the #AIdebate pic.twitter.com/r6HKMmfp1Q",2019-12-27 17:21:28,Fri Dec 27 17:21:28 +0000 2019,1,4,@montreal_ai,#AIdebate,,,232294292,0.003148614428937435,0.0009521080646663904,0.011270149610936642,0.942512571811676,0.0016038877656683326,0.04051269590854645,True,0.3,False,False
100,100,1210607719473963008,https://twitter.com/__olamilekan__/status/1210607719473963008,,My favorite thing about the #AIDebate is how ML Engineers are mostly unbothered.,2019-12-27 17:05:46,Fri Dec 27 17:05:46 +0000 2019,0,4,,#AIDebate,,,2866329470,0.04226815328001976,0.005362085998058319,0.02763519063591957,0.6598153114318848,0.09542027860879898,0.1694989949464798,True,0.5,False,False
101,101,1210596962707398657,https://twitter.com/teemu_roos/status/1210596962707398657,,...I bet $100 that you haven’t muted #AIdebate,2019-12-27 16:23:02,Fri Dec 27 16:23:02 +0000 2019,0,0,,#AIdebate,,,775588820175781888,0.004098053555935621,0.001972907455638051,0.1680249571800232,0.04045240581035614,0.026828540489077568,0.7586231231689453,True,0.0,False,False
102,102,1210596566937034753,https://twitter.com/teemu_roos/status/1210596566937034753,,"Certainly not fast enough for me. The best solution I found was to mute #AIdebate . ( @zacharylipton : since you asked, you *can* mute individual words/hashtags under Settings and Privacy)",2019-12-27 16:21:28,Fri Dec 27 16:21:28 +0000 2019,0,0,@zacharylipton,#AIdebate,,,775588820175781888,0.038410089910030365,0.010530629195272923,0.044171515852212906,0.7076628804206848,0.09580966085195541,0.10341524332761765,True,0.3,False,False
103,103,1210588616780632064,https://twitter.com/GaryMarcus/status/1210588616780632064,,"Uh oh! Yoshua misunderstood a bit of what I intended yesterday. The #AIDebate continues! I try to clarify here, ending with a summary of what l *love* so much about Yoshua's recent work. https:// link.medium.com/WNRyTr4oL2 https:// medium.com/@GaryMarcus/a- research-program-is-not-a-set-of-techniques-a-brief-response-to-yoshua-bengios-december-26-fafc0a29ffc9 …",2019-12-27 15:49:52,Fri Dec 27 15:49:52 +0000 2019,9,33,@GaryMarcus,#AIDebate,,"https://link.medium.com/WNRyTr4oL2,https://medium.com/@GaryMarcus/a-research-program-is-not-a-set-of-techniques-a-brief-response-to-yoshua-bengios-december-26-fafc0a29ffc9",232294292,0.01872425712645054,0.009870201349258423,0.059713028371334076,0.6478390693664551,0.033987898379564285,0.22986553609371185,True,0.2333333333333333,True,True
104,104,1210585995873271812,https://twitter.com/Montreal_AI/status/1210585995873271812,,"AI DEBATE : Yoshua Bengio | Gary Marcus The Best Way Forward For AI Video, Slides and Readings : https:// montrealartificialintelligence.com/aidebate/ #AIDebate pic.twitter.com/vaPjD57Mwr",2019-12-27 15:39:27,Fri Dec 27 15:39:27 +0000 2019,9,15,,#AIDebate,,https://montrealartificialintelligence.com/aidebate/,919860212,0.057732973247766495,0.17068244516849518,0.17236235737800598,0.47164759039878845,0.06452788412570953,0.06304675340652466,True,1.0,True,True
105,105,1210576013664624640,https://twitter.com/ach3d/status/1210576013664624640,,"Thank you Yoshua Bengio and @GaryMarcus for #AIDebate , which was far more interesting than all the recent aggressive messages on Twitter about symbolic vs connectionist AI! Both of you bring a lot to AI community https:// youtu.be/pKgseaENkAU",2019-12-27 14:59:47,Fri Dec 27 14:59:47 +0000 2019,6,36,@GaryMarcus,#AIDebate,,https://youtu.be/pKgseaENkAU,39455790,0.8294366598129272,7.23425328033045e-05,0.006932912860065699,0.1562633216381073,0.0019030577968806028,0.005391690880060196,True,0.19999999999999998,True,True
106,106,1210553054027800576,https://twitter.com/Montreal_AI/status/1210553054027800576,,"Response to Gary Marcus - December 26th 2019 ""In reality deep learning always has been about learnng good representations by composition of learned functions. The 'how' of course evolves as research progresses."" - Yoshua Bengio https:// docs.google.com/document/d/1P9 YyZ4xEDO98qPTa1Al4RnTqxj3mMiCvQE4i3hZkthY/edit … #AIDebate pic.twitter.com/238HPgALeS",2019-12-27 13:28:33,Fri Dec 27 13:28:33 +0000 2019,7,9,,#AIDebate,,https://docs.google.com/document/d/1P9YyZ4xEDO98qPTa1Al4RnTqxj3mMiCvQE4i3hZkthY/edit,919860212,0.3079512119293213,0.03564281389117241,0.19815771281719208,0.36161157488822937,0.019373876973986626,0.07726279646158218,True,0.35,True,True
107,107,1210457295815086080,https://twitter.com/rashitha_/status/1210457295815086080,,The #AIDebate #YoshuaBengio vs. @GaryMarcus #ArtificialIntelligence #AIDebate #YoshuaBengio via http:// twinybots.ch https:// medium.com/@ksankar/the-a idebate-yoshuabengio-vs-garymarcus-fc4d702741ed?source=rss------artificial_intelligence-5 …,2019-12-27 07:08:03,Fri Dec 27 07:08:03 +0000 2019,1,4,@GaryMarcus @ksankar,#AIDebate #YoshuaBengio #ArtificialIntelligence #AIDebate #YoshuaBengio,,"http://twinybots.ch,https://medium.com/@ksankar/the-aidebate-yoshuabengio-vs-garymarcus-fc4d702741ed?source=rss------artificial_intelligence-5",53908243,0.0017403275705873966,0.0006282692193053663,0.1597643792629242,0.8349646329879761,0.0005244642379693687,0.002377929398790002,True,0.0,True,True
108,108,1210439134528987141,https://twitter.com/AXTX/status/1210439134528987141,,Does #ArtificailIntelligence have a gender? #AIDebate #AI https:// twitter.com/swisscognitive /status/1210413755823218689 …,2019-12-27 05:55:53,Fri Dec 27 05:55:53 +0000 2019,1,4,,#ArtificailIntelligence #AIDebate #AI,,https://twitter.com/swisscognitive/status/1210413755823218689,47905449,0.006328043062239885,0.0006509280065074563,0.5037788152694702,0.32401344180107117,0.053157784044742584,0.11207101494073868,True,0.0,False,False
109,109,1210417565702356992,https://twitter.com/BeingEntrePrnuR/status/1210417565702356992,,#AIDebate its like we asked for flying cars we got 40 character...we thought AI will take of humanity and we got children's toys,2019-12-27 04:30:10,Fri Dec 27 04:30:10 +0000 2019,1,5,,#AIDebate,,,123546644,0.04677331820130348,0.04244476556777954,0.5631031394004822,0.03857606649398804,0.1750459522008896,0.13405676186084747,True,0.0,False,False
110,110,1210409931003838465,https://twitter.com/Montreal_AI/status/1210409931003838465,,"AI DEBATE : Yoshua Bengio | Gary Marcus ""The Best Way Forward for AI"" High Quality Recording: https:// youtu.be/EeqwFjqFvJA By @Montreal_AI | Host: @MILAMontreal #AIDebate pic.twitter.com/4RLp7ahsyj",2019-12-27 03:59:50,Fri Dec 27 03:59:50 +0000 2019,7,8,@Montreal_AI @MILAMontreal,#AIDebate,,https://youtu.be/EeqwFjqFvJA,919860212,0.022708632051944733,0.005999573040753603,0.556633710861206,0.4045456647872925,0.007807922549545765,0.0023044853005558252,True,0.58,True,True
111,111,1210406280382287873,https://twitter.com/raamana_/status/1210406280382287873,,How best do we take conflicts of interest (commercial/academic/legacy etc) into account when judging one’s stances and arguments in an academic debate? #phdchat Like #AIDebate when BIG $$$ @stake for some. I believe simple disclosure is NOT enough! #DeepLearning #AI #ethics,2019-12-27 03:45:20,Fri Dec 27 03:45:20 +0000 2019,2,5,@stake,#phdchat #AIDebate #DeepLearning #AI #ethics,,,110940386,0.007741175591945648,9.547499939799309e-05,0.8703036308288574,0.12044797837734222,0.0005392758757807314,0.0008724542567506433,True,0.2,False,False
112,112,1210375931254263809,https://twitter.com/Montreal_AI/status/1210375931254263809,,"After AI Debate Readings ""Recurrent Independent Mechanisms"" Goyal et al., 2019: https:// arxiv.org/abs/1909.10893 #AIDebate pic.twitter.com/yMceO94wvk",2019-12-27 01:44:44,Fri Dec 27 01:44:44 +0000 2019,7,14,,#AIDebate,,https://arxiv.org/abs/1909.10893,919860212,0.003161946777254343,0.0003038244612980634,0.03362465277314186,0.9142968654632568,0.017299609258770943,0.031313106417655945,True,0.0,False,False
113,113,1210369085957120003,https://twitter.com/raamana_/status/1210369085957120003,,"Most of the canonical forms, as I understand them, yes. Via the #AIDebate , I’m trying to push folks towards consensus on its definition: https:// twitter.com/raamana_/statu s/1209279696627736578?s=20 …",2019-12-27 01:17:32,Fri Dec 27 01:17:32 +0000 2019,1,1,,#AIDebate,,https://twitter.com/raamana_/status/1209279696627736578?s=20,110940386,0.06811162084341049,0.009998983703553677,0.621492862701416,0.27149659395217896,0.004124409519135952,0.02477550320327282,True,0.0,False,False
114,114,1210364270925565952,https://twitter.com/Montreal_AI/status/1210364270925565952,,"After AI Debate Reading : ""The Consciousness Prior"" Yoshua Bengio : https:// arxiv.org/abs/1709.08568 #AIDebate #Consciousness #DeepLearning pic.twitter.com/jEK20CmbyL",2019-12-27 00:58:24,Fri Dec 27 00:58:24 +0000 2019,6,6,,#AIDebate #Consciousness #DeepLearning,,https://arxiv.org/abs/1709.08568,919860212,0.0060414462350308895,0.0002996015246026218,0.14314456284046173,0.8474644422531128,0.0020299728494137526,0.0010199833195656538,True,0.0,True,False
115,115,1210361633433903105,https://twitter.com/drdilekcelik/status/1210361633433903105,,You can do AI or you can just talk about it. #AIDebate #ML #DataScience,2019-12-27 00:47:55,Fri Dec 27 00:47:55 +0000 2019,3,6,,#AIDebate #ML #DataScience,,,809837090,0.14775140583515167,0.019762113690376282,0.6178333759307861,0.031011784449219704,0.09120966494083405,0.09243164211511612,True,0.0,False,False
116,116,1210357521577201664,https://twitter.com/iugoaoj/status/1210357521577201664,,"You could mute #AIdebate and the word ""symbolic"", that should help a little I guess",2019-12-27 00:31:35,Fri Dec 27 00:31:35 +0000 2019,0,0,,#AIdebate,,,3837896189,0.17821182310581207,0.019717488437891006,0.26797372102737427,0.11500701308250427,0.2760176360607147,0.14307232201099396,True,-0.1875,False,False
117,117,1210356734784618496,https://twitter.com/raamana_/status/1210356734784618496,,"Someone told me once: You can do research. You can discuss research. You can make jokes about research. You can join others in any of the former activities. Or not! It’s science. In a free country! #AIDebate Also, know any1 who declined invites to keynotes so they can do AI? https:// twitter.com/rsalakhu/statu s/1209888724189958144 …",2019-12-27 00:28:27,Fri Dec 27 00:28:27 +0000 2019,1,1,,#AIDebate,,https://twitter.com/rsalakhu/status/1209888724189958144,110940386,0.006513532251119614,0.017057474702596664,0.9449102878570557,0.008499802090227604,0.001193843549117446,0.021825045347213745,True,0.2,False,False
118,118,1210339236206936064,https://twitter.com/sasan_j/status/1210339236206936064,,"Since @GaryMarcus raised his concern about not getting citations for his work during #AIDebate . Though everybody should get credit for their work, some are more concerned about credits, and names than doing actual work.",2019-12-26 23:18:55,Thu Dec 26 23:18:55 +0000 2019,0,3,@GaryMarcus,#AIDebate,,,46624392,0.004607233684509993,0.0019407846266403794,0.10790598392486572,0.29916995763778687,0.023867813870310783,0.562508225440979,True,0.0,False,True
119,119,1210335563099697154,https://twitter.com/eric_c_graves/status/1210335563099697154,,Arguing with someone who's disincentivized (and shown to be unwilling) to change their mind about a poorly-defined topic seems unlikely to be worthwhile. #AIDebate,2019-12-26 23:04:19,Thu Dec 26 23:04:19 +0000 2019,0,2,,#AIDebate,,,1071621875082674177,0.09179089218378067,0.003059443784877658,0.04903513193130493,0.5812444090843201,0.028717130422592163,0.24615299701690674,True,0.0,False,False
120,120,1210335561484865536,https://twitter.com/eric_c_graves/status/1210335561484865536,,This whole #AIDebate seems like a gigantic waste of time. Participants can't even agree on definitions.,2019-12-26 23:04:19,Thu Dec 26 23:04:19 +0000 2019,0,3,,#AIDebate,,,1071621875082674177,0.18196897208690643,0.10265355557203293,0.252571702003479,0.1949010044336319,0.2095644772052765,0.058340296149253845,True,0.0,False,False
121,121,1210317934146420736,https://twitter.com/anuragbeniwal09/status/1210317934146420736,,"Casting aspersions is easy, winning a debate on twitter is not equivalent to making real progress. It is mind boggling to me as a newbie in the field of AI, how much time great researchers are spending on twitter to win arguments or to make someone look bad #AIDebate https:// twitter.com/ObamaFoundatio n/status/1189634048282382336 …",2019-12-26 21:54:16,Thu Dec 26 21:54:16 +0000 2019,0,1,,#AIDebate,,https://twitter.com/ObamaFoundation/status/1189634048282382336,197397666,0.054602790623903275,0.06627389043569565,0.45249390602111816,0.32782772183418274,0.015882102772593498,0.08291959017515182,True,0.31904761904761914,False,False
122,122,1210315353076535296,https://twitter.com/prem_k/status/1210315353076535296,,"While there's a huge #AIDebate that's still raging in academia, and has led to a surprise redefining of #DL itself by researchers, it remains that the industry is mostly interested in using #AI for these 7 broad use cases explained by @cognilytica . https:// twitter.com/GaryMarcus/sta tus/1210297110089912320?s=20 … pic.twitter.com/5wWFciNVP9",2019-12-26 21:44:01,Thu Dec 26 21:44:01 +0000 2019,0,2,@cognilytica,#AIDebate #DL #AI,,https://twitter.com/GaryMarcus/status/1210297110089912320?s=20,34394575,0.003129447577521205,0.0005009112064726651,0.23990795016288757,0.7052292227745056,0.008649008348584175,0.04258348047733307,True,0.23750000000000004,False,True
123,123,1210311155912237073,https://twitter.com/drjohnflackett/status/1210311155912237073,,Loving the #AIDebate - even though the whole #symbolic vs #connectionist to-&-fro is nothing new...we've been discussing it for decades. None of us are right. We need to keep researching and pushing the boundaries. /1,2019-12-26 21:27:20,Thu Dec 26 21:27:20 +0000 2019,2,4,,#AIDebate #symbolic #connectionist,,,495741531,0.11788579076528549,0.01985291577875614,0.3551732897758484,0.3774576485157013,0.09807588905096054,0.031554464250802994,True,0.3055194805194805,False,False
124,124,1210299724927909888,https://twitter.com/deliprao/status/1210299724927909888,,When is a learning algorithm “deep”? A historical (2006) perspective from the one and only John Langford. John has an interesting criterion that I have not seen elsewhere. #AIDebate http:// hunch.net/?p=219 pic.twitter.com/Z3GwIgXfNM,2019-12-26 20:41:55,Thu Dec 26 20:41:55 +0000 2019,1,7,,#AIDebate,,http://hunch.net/?p=219,16984977,0.06427431851625443,0.0035440039355307817,0.10964705795049667,0.8004780411720276,0.018566234037280083,0.003490339033305645,True,0.16666666666666666,False,False
125,125,1210297110089912320,https://twitter.com/GaryMarcus/status/1210297110089912320,,"Wondering, in the aftermath of the Bengio-Marcus #AIdebate , what deep learning even means? Me, too. Here is my attempt to sort between two rather different conceptions, part one of my debate post mortem. https:// medium.com/@GaryMarcus/be ngio-marcus-ai-debate-post-mortem-part-i-the-deep-learning-pivot-f7bd62b9861c …",2019-12-26 20:31:31,Thu Dec 26 20:31:31 +0000 2019,31,101,@GaryMarcus,#AIdebate,,https://medium.com/@GaryMarcus/bengio-marcus-ai-debate-post-mortem-part-i-the-deep-learning-pivot-f7bd62b9861c,232294292,0.017801517620682716,0.04416253790259361,0.008291973732411861,0.7677186727523804,0.07354298233985901,0.0884823128581047,True,0.0,True,True
126,126,1210292291321188352,https://twitter.com/JesParent/status/1210292291321188352,,Gary Marcus: Toward a Hybrid of Deep Learning and Symbolic AI https://www. youtube.com/watch?v=vNOTDn 3D_RI … a bit of a review after #aidebate @GaryMarcus w @lexfridman #mitagi #agi,2019-12-26 20:12:23,Thu Dec 26 20:12:23 +0000 2019,0,1,@GaryMarcus @lexfridman,#aidebate #mitagi #agi,,https://www.youtube.com/watch?v=vNOTDn3D_RI,929029531,0.08647757023572922,0.007915507070720196,0.5247791409492493,0.3391026556491852,0.007774408906698227,0.033950697630643845,True,0.0,False,True
127,127,1210281874183974912,https://twitter.com/BenGoldhaber/status/1210281874183974912,,Did the #AIDebate cause you to update on any of these questions?,2019-12-26 19:30:59,Thu Dec 26 19:30:59 +0000 2019,0,2,,#AIDebate,,,37981571,0.06462527811527252,0.018356293439865112,0.021770643070340157,0.1155858114361763,0.028390847146511078,0.75127112865448,True,0.0,False,False
128,128,1210278983348211712,https://twitter.com/evanmiltenburg/status/1210278983348211712,,"Interesting to see this discussion in the context of deep learning/ #nlproc . Exactly the same arguments have been used to argue against Chomsky's generative program. (""He keeps changing his theory!"") Maybe the #aidebate could learn from #linguistics ? https:// twitter.com/XiangmingMeng/ status/1210244994482634752 …",2019-12-26 19:19:30,Thu Dec 26 19:19:30 +0000 2019,0,2,,#nlproc #aidebate #linguistics,,https://twitter.com/XiangmingMeng/status/1210244994482634752,387697086,0.05205441638827324,0.006240729708224535,0.2898610532283783,0.5186114311218262,0.01695604808628559,0.1162763312458992,True,0.25,False,False
129,129,1210250898196385794,https://twitter.com/ChurchillMic/status/1210250898196385794,,"This is the best response to the question “what is DL?” following the #AIDebate . It’s fine to look forward, recognize limitations of current methods, etc., but the question feels more like a measuring rod for those seeking vindication. Just go build stuff. https:// twitter.com/iamtrask/statu s/1210234218497953792 …",2019-12-26 17:27:54,Thu Dec 26 17:27:54 +0000 2019,0,2,,#AIDebate,,https://twitter.com/iamtrask/status/1210234218497953792,1299163639,0.010796579532325268,0.02755972370505333,0.11455106735229492,0.8350305557250977,0.003528258530423045,0.00853384006768465,True,0.3541666666666667,False,False
130,130,1210248147441770496,https://twitter.com/StropDoc101/status/1210248147441770496,,#AIDebate #AI #ethics https:// twitter.com/AndNlp/status/ 1210057511186960384 …,2019-12-26 17:16:58,Thu Dec 26 17:16:58 +0000 2019,0,1,,#AIDebate #AI #ethics,,https://twitter.com/AndNlp/status/1210057511186960384,2954772837,0.006524576805531979,0.0012304821284487844,0.11490105092525482,0.18701289594173431,0.008334514684975147,0.6819964647293091,True,0.0,False,False
131,131,1210242845338030082,https://twitter.com/shripadt/status/1210242845338030082,,"My conclusions from #AIDebate : 1. There is huge value in the debate continuing---both sides offer valuable perspectives and complementary techniques. 2. Succumbing too early to implicit pressure to choose a ""winner"" might starve the other side of talent.",2019-12-26 16:55:54,Thu Dec 26 16:55:54 +0000 2019,1,3,,#AIDebate,,,67519086,0.007328047417104244,0.05031580850481987,0.28587308526039124,0.6148750185966492,0.03343980386853218,0.008168254978954792,True,0.25000000000000006,False,False
132,132,1210242195808235520,https://twitter.com/martin_dinov/status/1210242195808235520,,"While I agree with this sentiment, this particular #AIdebate going on is kind of an important one. The definition(s) discussed here are likely to contribute towards good science/engineering and, equally, are important for better communication of what DL is to the general public.",2019-12-26 16:53:19,Thu Dec 26 16:53:19 +0000 2019,1,2,,#AIdebate,,,798276152,0.015097836032509804,0.0006557787419296801,0.034321051090955734,0.8574897646903992,0.015796508640050888,0.0766390711069107,True,0.31296296296296294,False,False
133,133,1210232553610850305,https://twitter.com/raamana_/status/1210232553610850305,,"Theoretical proof is the only way to make definitive statements on the strengths and limits of a particular method, for which Math requires us to provide fixed definition of the underlying concepts. Not hand-wavy ideas. Or moving targets! #DeepLearning #AIDebate #MachineLearning",2019-12-26 16:15:00,Thu Dec 26 16:15:00 +0000 2019,2,1,,#DeepLearning #AIDebate #MachineLearning,,,110940386,0.026724806055426598,0.009443440474569798,0.5876004695892334,0.3580322265625,0.007711926940828562,0.010487144812941551,True,0.08888888888888889,False,False
134,134,1210223271494340609,https://twitter.com/prakashkagitha/status/1210223271494340609,,"The Q. is whether everything can be representated as inductive bias/innateness in architectures, learning rules, and objective functions, when creating these trainable networks of differentiable modules. Don't say ""DL learns what it might learn and what it might not"" #AIDebate",2019-12-26 15:38:07,Thu Dec 26 15:38:07 +0000 2019,0,1,,#AIDebate,,,2889686918,0.11999372392892838,0.0009230482974089682,0.45660296082496643,0.3548526465892792,0.012133502401411533,0.05549411475658417,True,0.0,False,False
135,135,1210217552154152960,https://twitter.com/TehRaio/status/1210217552154152960,,"I watched the #AIDebate yesterday, even as a native french speaker, the french accent will never not irritate me when it's that strong.",2019-12-26 15:15:23,Thu Dec 26 15:15:23 +0000 2019,0,3,,#AIDebate,,,223521568,0.005285989958792925,2.3247177523444407e-05,0.69586580991745,0.2985943853855133,0.00016020052134990692,7.037702744128183e-05,True,0.14444444444444443,False,False
136,136,1210217498794250240,https://twitter.com/kiranvaidhya93/status/1210217498794250240,,This is a reminder for me to write a blog about Bengio vs Marcus #AIDebate,2019-12-26 15:15:11,Thu Dec 26 15:15:11 +0000 2019,3,4,,#AIDebate,,,1513988384,0.034838706254959106,0.0055188024416565895,0.7374811172485352,0.07031433284282684,0.06516534835100174,0.08668166399002075,True,0.0,True,True
137,137,1210201995816161280,https://twitter.com/JackVegn/status/1210201995816161280,,A @frontlinepbs video on how AI is at the door and the inevitable impact it is going to have on our society. @AndrewYang is the only 1 talking about this. #waragainstnormalpeople #YangGang #Yang2020 #FORWARD #HumanityFirst #AIDebate #AndrewYang https:// youtu.be/5dZ_lvDgevk,2019-12-26 14:13:34,Thu Dec 26 14:13:34 +0000 2019,0,2,@frontlinepbs @AndrewYang,#waragainstnormalpeople #YangGang #Yang2020 #FORWARD #HumanityFirst #AIDebate #AndrewYang,,https://youtu.be/5dZ_lvDgevk,1134854393394860032,0.01930915378034115,0.0009674367029219866,0.4009109139442444,0.44696682691574097,0.007685584481805563,0.12416008114814758,True,0.0,False,False
138,138,1210191724548632576,https://twitter.com/PolandCherieM/status/1210191724548632576,,"On the #AIdebate , I worry that people will misunderstand the proposed paths forward & will “pull it down to look for hidden carvings and inscriptions” as Tolkien one remarked in an allegory about Beowulf. ""We do not deny the worth of the hero by accepting Grendel and the dragon.”",2019-12-26 13:32:46,Thu Dec 26 13:32:46 +0000 2019,0,1,,#AIdebate,,,1145481512529195009,0.07937359064817429,0.05445042997598648,0.5120444893836975,0.24618108570575714,0.013003147207200527,0.09494724869728088,True,0.06666666666666667,False,False
139,139,1210180769626382338,https://twitter.com/jerofad/status/1210180769626382338,,Oh my friend. We need a workshop to understand the debate. Cos I'm lost too. Hello #AIDebate can we newbies get a summary of this? https:// twitter.com/JNgnawe/status /1210164882924089344 …,2019-12-26 12:49:14,Thu Dec 26 12:49:14 +0000 2019,2,5,,#AIDebate,,https://twitter.com/JNgnawe/status/1210164882924089344,2207199187,0.03742855787277222,0.061213091015815735,0.18122448027133942,0.22717367112636566,0.3502204418182373,0.14273975789546967,True,0.0,False,False
140,140,1210179861702156289,https://twitter.com/raamana_/status/1210179861702156289,,"#DeepLearning is #MachineLearning DL is computer science ... DL is applied #math and statistics ... DL is you, in you and all around you .. Stop questioning its limits, you mindless infidel! And start believing in it, and bow to it’s boundless power! #AIDebate #AI @GaryMarcus pic.twitter.com/VDkdaa7Z6L",2019-12-26 12:45:37,Thu Dec 26 12:45:37 +0000 2019,8,23,@GaryMarcus,#DeepLearning #MachineLearning #math #AIDebate #AI,,,110940386,0.03555817902088165,0.0015523822512477636,0.02606327086687088,0.9065425992012024,0.0008450989262200892,0.029438495635986328,True,-0.2,False,True
